tweet	class
RT : We all need to be aware....that's there is ALOT more going on in this world than ya'll flagrant asses care to know abo&#8230;	1
RT : . we found your brother Charlie out working on the dishes today #DSN50 #NASAsocial 	2
RT : THIS JUST IN: Yankees P Michael Pineda is ejected from game after substance found on his neck  #8230;	2
RT : Winston connects with Greene on the slant across the middle for the score. Ball game is tied, 17-17.	2
RT : Bizarre sports week in Cle.  win a game that felt like a loss,failed ex-Browns QB's duel each other, and  lose ho&#8230;	2
RT : RT if your team is trash	2
RT : Buckwheat and Porky 	2
RT : Palmer to Fitzgerald - TOUCHDOWN! 7-yard slant gives Arizona the 7-0 lead. 8 plays, 79 yds	2
RT : 2-2! Adam Henrique cleans up the trash in front of the net, tying the game for the #NJDevils with 11:06 left in regulation! &#8230;	2
RT : U bitches could neva get him to buy all dem snacks. Fuk wit me	1
"RT : Here's how your ""suggestion"" plays out  Racist: ha, those niggers stopped callin each other nigga The end"	0
RT : Stop gassing up these regular ass bitches	1
RT : Wow the stupid nigger in LeBron really came out there	0
RT : Almost forgot. Posing as an old brawd won't get you pussy, needle dick. Beat it. #LOLLOLLOL 	1
RT : kill whitey	0
RT : Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?	2
RT :  gave themselves, when the bakers took pay cuts that killed the Twinkie. Tell the fucking truth for once&#8230;	1
RT : These fine bitches are prolly poopin and flat ironing they hair to no flex zone right now...	1
RT : Charlie Rangel: &#180;The Things We Believe in Are Spiritual Damn Things&#180; 	2
RT : I remember playing the Halo 4 episodes with . The pussy finished all chapters without me. Fuck him.	1
RT : Fuck a nigga and a bitch	1
RT : RT if you like BMTH ADTR PTV YMAS SWS ATL OM&amp;M AA MIW BTF WCAR MCR AFI PE BVB WIM BC SS CTE NSN GD WATIC AA! BFMV FOB F&#8230;	2
"RT : If a bitch say im ""ugly"" she a hating,mad, jealous bitch&#128514;&#128514;&#128080;&#128536;&#128133;&#128129;"	1
RT : &#8220;: I want a blunt, pizza and pussy&#8221;	1
"RT :  must not realize how much #WVU games mean to all of us ""hillbillies"". The  play 162 games a year. Sh&#8230;"	2
RT : niggas talk more than bitches these days.	0
RT : Fuck that cock sucker hulk hogan put him in camel clutch fuck his ass make him humble #bitch	1
RT : THIS is how you honor Native Americans. #changethename #HTTR   	2
RT : Phat pussy is the best pussy &#128526;	1
RT : Some bitches be praying for the day you leave your nigga...	1
RT : Hunter Hurt Helmsley RT : Cut the imaginary height shit. Most of the women tweeting about it sleep alone every nig&#8230;	2
RT : &#8220;: So jus don't be faithful cus u never kno what your bitch doing lmao&#8221;&#128553;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128;&#128128;	1
RT :      he busted a bitch n rolled stop sign hahahaha	1
RT : I give a shoutout to these bitches b/c they hustlas too &#128076;&#128184;&#128181;	1
RT : Bitch u boutta drown tryna be a hoe &#8220;: &#8220;: twitpic a NO bra selfie showing nipples&#8221; #8230;	1
RT : Do dykes date other dykes or is that shit gay to y'all?	1
RT : I love my sperm cells too much to waste it on a bitch with no hair	1
RT : I stopped caring about mcm when I noticed dykes where getting chose before me	0
RT :   Thank You Rangers for taking out the diving pussy I love it !! #bruinsfan	1
RT :   so hes retarded and gay.. What a mix &#128079;&#128079;&#128079;	1
RT : We was wearing shorts about a week ago,week ago. Grab ya hoodies Cause it's freezing hoe, freezing hoe &#128514;&#128514;&#128514; #8230;	1
RT : Any chick that gets In a fight after the age 24 is a hoe	1
RT : RT : For every bad bitch there is a nigga who treats them like shit &amp; yet they stay..... I wanna ...	0
RT : Soon as your girl see niggas pouring champagne on bitches ass she should want to leave	1
RT : You automatically a hoe if somebody calls you one.	1
RT : Skin Diamond really was the last champion for ebony porn. Everything else is kinda trash now.	2
RT : Forget your typical graduation speech. Charlie Day manages to be hilarious AND inspirational in today&#8217;s MIFVOTD: #8230;	2
RT : Since you couldn't keep my dick outa your mouth at least keep my name out of it. Y'all some hoes for real.	1
RT : ! RT : I can tweet about eating some pussy but the moment a woman tweets about sucking dick. She a hoe, slut, o&#8230;	1
RT : wet pussy is the best pussy &#128588;&#128527;&#128540;&#128069;&#128166;&#128572;&#128175;	1
RT : Twitter gives bitches unrealistic views of what a relationship is gonna be. If y'all fight. This nigga ain't comin to &#8230;	1
"RT : &#128528;&#128528;&#128528;&#128528;&#128528; &#8220;: WHAT THE FUCK RT : ""Killed two birds with one stone""&#128557;&#128557; #8221;"	1
RT : Autographed Photo of Babe Ruth and Lou Gehrig - New York Yankees 1928 | #NYC #NY #NYY 	2
RT : Y'all niggas ain't low tho. Y'all really be comin at these bitches on here then when they curve u, u act like u was playing&#8230;	1
RT : Or feet &#128553;&#128555;&#128518; RT : Yea I got big hands lol i'm a big bitch 5'10 lol i'm not gon have small hands &#128514;&#128514;&#128514;&#128514;	1
RT : Absolutely perfect day in London! Suns out! Gona be a cracker at wembley tonight ! Yeaaaaahhhh!	2
RT : I wish my parents bought me a car man.. People bitch about not getting what car they want when they want it, and its free&#8230;	1
RT : Guys who tweet shit to get a bunch of favorites are on the same level as hoes	1
RT : Happy Halloween from Rick James (aka Swaggy) and Charlie Murphy (  ) haha darkness everybody #8230;	2
RT : If Yoda had a pussy. That's what I look like in the morning.	1
RT : DeJ Loaf is trash. Pure trash.	2
RT : EDM music is trash af and annoying	2
RT : Kansas bitch #LongHairDontCare #CountryGirl #Ohio #YoureWelcome #LoveThisGirl #Cle #LoveIt 	1
RT : Look at all the chicks  follow and tell me he ain't got hoes. 	1
RT : RT:  I just wanna state for the record that I don&#8217;t have any hoes. - 	1
"RT : ""Tat my fucking name on you let em know you love the boy wassup"". I wonder how many bitches made a mistake that year."	1
RT : When the nigga with the aux cord playin some trash shit... 	1
RT : A quick lesson on the birds and the bees: The birds are looming, oily, sudden. The bees are bulbous, shrieking, hungry.&#8230;	2
"RT : "": She has cancer &amp; is still killing half you hoes "" jus cuz you have cancer dont mea&#8230;"	1
RT : Customers at like you make the prices... Like no bitch I don't	1
RT : A lot of bitches like to gamble, but not with money. They put their emotions, feelings and heart on the line.	1
RT : FACTS RT&#8220;: Your pussy not that good if 10 niggas had it but none of them are still with u&#8221;	1
RT : If you know yo pussy smells like death why tf would you sit there an let a nigga finger you? Bitches have no shame man.	1
RT : Men suppose to accept that they girl look like a piece of shit with no makeup but a ugly nigga can get a look? Lol ok bitch	1
RT : Some hoes look better without they Avi enlarged...	1
RT : Why ain't no single Fathers getting wished a Happy Mothers Day like y'all do these bitches on Fathers Day?	1
RT : &#8220;: &#8220;: &#8220;: Everybody Loves Dej Loaf&#8221; cause that's wifey&#8221; fuck off kaya dats my bitch.&#8221;&#128514;&#128514;&#128514;&#128514;	1
RT : #Seahawks fans are scheduled to meet up at Pier 39 on SAT. @ 5PM to trash talk and heckle San Franciscans! BE PREPARED! WEAR&#8230;	2
RT :  What's good bitch (:	1
RT : Chicks wait til their hair is all broken down to go natural in their 30s, but bitch about the young Carter's fro from birth&#8230;	1
"RT : Asked three-year-old niece why the sun is yellow. Her reply: ""Maybe there's bees in there."""	2
RT : Bad bitches is the only thing that i like	1
RT : I think I got da bird flu	2
RT : *comes home late* Bae: Was her pussy good Me: Whos &#128517; Bae: oh never mind 	1
RT :  bitch don't nobody care	1
RT :   aye bitch 	1
RT : Just annouced to my hoes who I'm drafting first round for cuffing season 	1
RT : Original bad bitch 	1
RT : When you go through her phone and find out she a hoe 	1
RT : Y'all we use to have to take pictures on real cameras and upload them hoes through the computer. Wow	1
RT : If a bitch talks shit to me I'm gonna lick my thumb and swipe her eyebrows off	1
RT : If you get offended by tweets you're a bitch	1
RT : That bitch is dirty 	1
RT : The only girls that care about being a guys WCW are hoes	1
RT : When a bitch says you're broke 	1
RT : Y'all fat bitches with small titties look like Teddy Grahams.	1
RT : Tired of little bitches messing with your plants? Get your own Gangster Gladys 	1
"RT : ""Tyrone I didn't mean to throw your mixtape in the trash c'mon fam"" "	2
RT : If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot	0
RT : Mimi so proud to be a hoe	1
"RT : When you make a beat with a pencil in class and the teacher says ""keep making that trash ass beat and I'll fail you"" ht&#8230;"	1
RT : Bend ha over pull ha hair eat her pussy lick her ass	1
RT : I honestly hate women who bitch &amp; complain about a nigga playing video games when he still makes time for yall...them &#8230;	1
"RT : Females say ""have a seat faggot"" &amp; they feel like they put a bullet in yo head"	1
RT : Only way I want a female to cover up if I like her the rest of you hoes I want to see half naked pics on the TL	1
RT : You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time	0
RT : just knowing U can still go out and bag some bitches is good enough for me.... The headace that comes with bagging summ&#8230;	1
RT : BITCH you scared to let it off , yo daddy wasn't no DAWG. yo mama had more heart than ya daddy bitch ass.	1
RT : Somebody tell these broke bitches , stay in they place #yun-stand?	1
RT : Happy birthday faggot! &#128536; 	0
RT : Protestors rally to support teen facing life sentence in pot brownie case #8221;wtf smh not for a brownie	1
RT : Bad bitch, HTown, keep it trill ya'll know ya'll can't fuck aroundddd	1
RT : When the lazy eye bitch was tryna put up a front with me 	1
"RT : ""Girls who vape&gt;&gt;"" only faggots say some pussy shit like that I swear."	1
RT : I much prefer this classic blue and yellow Rams uniform to anything we've seen since that magical year. Not even close #st&#8230;	2
RT : I ain't never had a basic bitch.. Never will &#128175;	1
RT : I have no hoes &#128581;	1
RT : Democrats to push income inequality as top issue of 2014  Charlie Baker (R) veers further left all in w D&#8230;	2
RT : Mary had a juicy clam, Was always good to go Little touch of boated man And she began to flow #HallmarkNostraCollecti&#8230;	1
RT : &#8220;: Nah we still up. RT : All the flat booty bitches asleep yet or Nah?&#8221; Nope we outchea	1
RT : Just smashed a bottle over buzz head because he's a cunt	1
RT : When you drop all your hoes for one person and y'all don't end up together 	1
RT : #ThingsILikeToDo serenading your bitch	1
RT : These hoes getting dressed up as hoes for Halloween, just to do what they always do every other night.	1
RT :    Stick to hockey faggot. You're finished	1
RT : Girlfriend = FaSho pussy.. Ho = Some mo pussy.. Dont lose your FaSho pussy, tryna get Some mo pussy, &amp; end up with NO P&#8230;	1
RT : &#8220;: Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.&#8221;	1
RT : This dyke is grabbing a handful of imagination 	1
RT : Any song with Tyga in it is trash	1
RT : Eddy Murphy,the first celebrity to be spotted in public with a Durag AND a White bitch. Monumental #DuragHistoryWeek h&#8230;	1
RT : Every Seth McFarlene cartoon is trash yall love low iq comedy	2
RT : Hoes love exposing other hoes on twitter	1
RT : I bet its higher than that RT : &#8220;Why do you think all women are hoes? Not all of us are hoes.&#8221; #8230;	1
RT : Lmao you gotta chill RT : You bitches still fat	1
"RT : The club Promoter tweet ""fucked another niggas bitch last night. Lol Successful nite"" you RT the tweet &amp; laugh. THAT W&#8230;"	1
RT : When you sit down and realize you really dont got bitches 	1
RT : YG threw a pool party and wore pants with chucks. His sole purpose of throwing that party was to fuck bitches out there	1
RT : Your girl's hoe friends gonna gas her to cheat on you. A tall nigga with abs start stroking on her in the club &amp; they &#8230;	1
RT : Don't lie to me bitch I'm giving you my heart	1
RT : Two hoes arguing bout who fucking who for x amount of money lol what	1
RT : After u finger an asian bitch 	1
RT : Omg you own a microwave!? Fancy bitch	1
RT : When you cracking jokes on your friend in the bitch take it to far. 	1
RT : when I die on flappy bird 	2
RT : After these shows yall bitches imitate n wonder u I say d things I say	1
RT : &#8220;:   idk who gave that bitch my name&#8221; idk who gave that bitch my name or number &#128530; Anti Captain Sav&#8230;	1
